antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'pork'}),frozenset({'soda'}),0.027336162865980864,0.07409538882094813,0.0017264944967987914,0.06315789473684211,0.8523863055697497,1.0,-0.00029898911962882436,0.9883251467641565,-0.15113529350214494,0.017316017316017316,-0.011812765539830454,0.04322943280531426
frozenset({'newspapers'}),frozenset({'rolls/buns'}),0.029134594633479605,0.08351917128264154,0.0017264944967987914,0.05925925925925926,0.7095288225348518,1.0,-0.0007068027026451206,0.974211904542074,-0.2966024951952832,0.01556420233463035,-0.02647072504215361,0.039965546942291125
frozenset({'brown bread'}),frozenset({'other vegetables'}),0.029566218257679303,0.09279907920293504,0.0017264944967987914,0.058394160583941604,0.6292536637809087,1.0,-0.001017223333026854,0.963461443017038,-0.3777747027824863,0.014311270125223614,-0.0379242545176931,0.03849940587336615
frozenset({'whipped/sour cream'}),frozenset({'yogurt'}),0.03345083087547658,0.06431192000575499,0.0017264944967987914,0.05161290322580646,0.8025402323735297,1.0,-0.0004247926625908975,0.9866098802660407,-0.20290693362995924,0.01797752808988764,-0.013571848409169257,0.03922927040484954
frozenset({'chocolate'}),frozenset({'whole milk'}),0.01812819221638731,0.11804906121861737,0.0016545572260988418,0.09126984126984128,0.7731517754369674,1.0,-0.0004854588466363266,0.9705311640738359,-0.23007289030156766,0.01229946524064171,-0.030363616354644084,0.05264284263370187
frozenset({'butter'}),frozenset({'rolls/buns'}),0.027120351053881015,0.08351917128264154,0.0016545572260988418,0.0610079575596817,0.7304665099372397,1.0,-0.0006105120188156148,0.9760261932950399,-0.2749810034823064,0.01518151815181518,-0.02456266734402392,0.040409232871141454
frozenset({'pork'}),frozenset({'rolls/buns'}),0.027336162865980864,0.08351917128264154,0.0016545572260988418,0.060526315789473685,0.7246996690693142,1.0,-0.000628536442515199,0.9755258120801015,-0.2808643973730459,0.01515151515151515,-0.0250882012724118,0.04016841198603745
frozenset({'UHT-milk'}),frozenset({'whole milk'}),0.015034889576289475,0.11804906121861737,0.0015826199553988921,0.10526315789473684,0.8916899194970973,1.0,-0.00019223464460765643,0.9857098727556629,-0.1097818666493288,0.012035010940919036,-0.014497295440886078,0.05933480868533307
frozenset({'waffles'}),frozenset({'whole milk'}),0.013740018703690382,0.11804906121861737,0.0015106826846989425,0.1099476439790576,0.9313724551815232,1.0,-0.00011131362439795113,0.990897819454377,-0.06951716114019786,0.011595803423522915,-0.009185791276274096,0.06137235946667688
frozenset({'white bread'}),frozenset({'other vegetables'}),0.01776850586288756,0.09279907920293504,0.0015106826846989425,0.08502024291497977,0.91617550136522,1.0,-0.00013821829818897575,0.9914983514905975,-0.08521166527885439,0.013852242744063324,-0.008574546288071222,0.05064965634121081
frozenset({'frozen vegetables'}),frozenset({'rolls/buns'}),0.02165311848068484,0.08351917128264154,0.0015106826846989425,0.06976744186046512,0.8353464335076016,1.0,-0.00029776782649270565,0.9852168908711604,-0.1676866585067319,0.014573213046495488,-0.015004928626191088,0.04392764857881137
frozenset({'curd'}),frozenset({'soda'}),0.02604129199338177,0.07409538882094813,0.0015106826846989425,0.058011049723756904,0.7829238856407231,1.0,-0.0004188569709505231,0.982925129756061,-0.22159405132810225,0.015317286652078774,-0.017371486115302245,0.039199699619160006
frozenset({'onions'}),frozenset({'whole milk'}),0.015682325012589024,0.11804906121861737,0.0014387454139989928,0.09174311926605504,0.7771609390112316,1.0,-0.0004125383314623834,0.9710368921936435,-0.22558846334519997,0.01087547580206634,-0.02982699013724054,0.05196540484935902
frozenset({'berries'}),frozenset({'whole milk'}),0.01661750953168837,0.11804906121861737,0.0014387454139989928,0.08658008658008656,0.7334246091101665,1.0,-0.0005229359860082453,0.9655481841635042,-0.2698644148366544,0.010799136069114468,-0.035681094327097616,0.04938388850637478
frozenset({'hamburger meat'}),frozenset({'whole milk'}),0.016689446802388316,0.11804906121861737,0.0014387454139989928,0.08620689655172414,0.7302632961398643,1.0,-0.0005314281132810033,0.9651538575343434,-0.27306473228530703,0.010793308148947653,-0.0361042358103167,0.049197293492193574
frozenset({'chocolate'}),frozenset({'rolls/buns'}),0.01812819221638731,0.08351917128264154,0.0014387454139989928,0.07936507936507937,0.9502618158948909,1.0,-7.530617676610785e-05,0.9954877967102342,-0.05061001905874815,0.014357501794687724,-0.004532655553063708,0.048295804109757604
frozenset({'coffee'}),frozenset({'rolls/buns'}),0.025609668369182072,0.08351917128264154,0.0014387454139989928,0.056179775280898875,0.6726572404649227,1.0,-0.0007001528650183717,0.9710332589981536,-0.3330805817881022,0.01336005344021376,-0.029830843313989386,0.036703152067667354
frozenset({'curd'}),frozenset({'tropical fruit'}),0.02604129199338177,0.04841378318106611,0.0014387454139989928,0.055248618784530384,1.1411754082076626,1.0,0.0001779879496765749,1.0072345335919708,0.12701824359258437,0.019704433497536946,0.007182571040501732,0.042483150402666384
frozenset({'curd'}),frozenset({'rolls/buns'}),0.02604129199338177,0.08351917128264154,0.0014387454139989928,0.055248618784530384,0.6615082254295924,1.0,-0.0007362017124175411,0.9700761988177887,-0.3444250221527109,0.01330671989354624,-0.03084685637961092,0.03623757381948311
frozenset({'domestic eggs'}),frozenset({'sausage'}),0.02834328465578016,0.045248543270268324,0.0014387454139989928,0.050761421319796954,1.121835481345783,1.0,0.00015625307183039197,1.0058076843623378,0.11177167394684234,0.019940179461615155,0.005774149922129105,0.041278961852267315
frozenset({'oil'}),frozenset({'whole milk'}),0.011006402417092295,0.11804906121861737,0.0013668081432990432,0.12418300653594772,1.051960983458994,1.0,6.751267056697655e-05,1.0070036838324743,0.04994410670260161,0.010704225352112675,0.006954973397733207,0.06788065622348878
frozenset({'coffee'}),frozenset({'yogurt'}),0.025609668369182072,0.06431192000575499,0.0013668081432990432,0.05337078651685393,0.8298739411306336,1.0,-0.000280198800233708,0.9884420073529709,-0.1738202247191012,0.015434606011372864,-0.01169314189507293,0.03731179146871779
frozenset({'butter'}),frozenset({'bottled water'}),0.027120351053881015,0.047118912308467015,0.0013668081432990432,0.05039787798408488,1.0695891631400976,1.0,8.892670021638273e-05,1.0034529889935977,0.0668752626908888,0.018756169792694965,0.0034411068893827495,0.039702755785935566
frozenset({'long life bakery product'}),frozenset({'whole milk'}),0.012732896913891087,0.11804906121861737,0.0012948708725990935,0.10169491525423728,0.8614631425649923,1.0,-0.00020823565467917955,0.9817944412849353,-0.1400733105673737,0.009999999999999998,-0.018543147067768974,0.056331918321817
frozenset({'sugar'}),frozenset({'whole milk'}),0.013236457808790734,0.11804906121861737,0.0012948708725990935,0.09782608695652173,0.8286900882282806,1.0,-0.0002676805455884897,0.9775841731070747,-0.17320983685606364,0.00996126175982291,-0.022929817717568638,0.054397504172959216
frozenset({'dessert'}),frozenset({'whole milk'}),0.01755269405078771,0.11804906121861737,0.0012948708725990935,0.07377049180327869,0.6249138370246051,1.0,-0.000777208181954006,0.9521948188613157,-0.37924608345201666,0.009641135511515799,-0.05020525231995294,0.042369706596337695
frozenset({'napkins'}),frozenset({'other vegetables'}),0.01784044313358751,0.09279907920293504,0.0012948708725990935,0.07258064516129033,0.7821267816954239,1.0,-0.00036070582277015237,0.9781992537290092,-0.22095632988435784,0.011842105263157895,-0.022286611023146705,0.043267066766691675
frozenset({'napkins'}),frozenset({'whole milk'}),0.01784044313358751,0.11804906121861737,0.0012948708725990935,0.07258064516129033,0.6148345815887244,1.0,-0.0008111766910450402,0.9509731861642735,-0.38943712360622496,0.009620523784072688,-0.05155435983792033,0.04177478327534352
frozenset({'coffee'}),frozenset({'other vegetables'}),0.025609668369182072,0.09279907920293504,0.0012948708725990935,0.05056179775280899,0.5448523647765874,1.0,-0.0010816827707535337,0.955513395869098,-0.4615884036463854,0.011056511056511056,-0.04655780266736993,0.032257643062451005
frozenset({'candy'}),frozenset({'whole milk'}),0.010215092439392849,0.11804906121861737,0.0012229336018991439,0.11971830985915492,1.0141402957660648,1.0,1.7051529167422036e-05,1.0018962664556506,0.014087036079058394,0.009626274065685163,0.0018926774349194541,0.06503892336345923
frozenset({'beverages'}),frozenset({'whole milk'}),0.012373210560391338,0.11804906121861737,0.0012229336018991439,0.09883720930232558,0.8372553604580303,1.0,-0.00023771228901533614,0.978681041744502,-0.16444824722190401,0.009465478841870824,-0.021783356728252223,0.05459837308504457
frozenset({'salty snack'}),frozenset({'rolls/buns'}),0.013308395079490684,0.08351917128264154,0.0012229336018991439,0.09189189189189188,1.1002490862955978,1.0,0.00011142747375809752,1.0092199601947103,0.09234384917571567,0.012791572610985702,0.009135729135729125,0.05326722070908117
frozenset({'UHT-milk'}),frozenset({'other vegetables'}),0.015034889576289475,0.09279907920293504,0.0012229336018991439,0.08133971291866028,0.8765142242498424,1.0,-0.00017229030669832566,0.9875260023259717,-0.12513483952686838,0.01147098515519568,-0.012631563771128647,0.04725900374615184
frozenset({'frozen vegetables'}),frozenset({'sausage'}),0.02165311848068484,0.045248543270268324,0.0012229336018991439,0.05647840531561462,1.2481817365538297,1.0,0.0002431615333896291,1.0119020720973566,0.2032352941176471,0.018619934282584884,0.011762078985259106,0.04175271617132082
frozenset({'frozen vegetables'}),frozenset({'soda'}),0.02165311848068484,0.07409538882094813,0.0012229336018991439,0.05647840531561462,0.7622391381479212,1.0,-0.0003814626311132571,0.9813284787496289,-0.2417509256738807,0.01293759512937595,-0.01902678018084384,0.03649162984227333
frozenset({'processed cheese'}),frozenset({'rolls/buns'}),0.00820084885979426,0.08351917128264154,0.0011509963311991942,0.14035087719298242,1.680463000740438,1.0,0.0004660682306149818,1.0661103517732538,0.40827409878871385,0.012708498808578236,0.062010796221322495,0.07706605013826553
frozenset({'grapes'}),frozenset({'soda'}),0.010502841522192647,0.07409538882094813,0.0011509963311991942,0.1095890410958904,1.4790264662854102,1.0,0.00037278420488753134,1.0398621017857044,0.32731733914940025,0.013793103448275862,0.038334026903424176,0.06256151083920734
frozenset({'meat'}),frozenset({'other vegetables'}),0.013236457808790734,0.09279907920293504,0.0011509963311991942,0.08695652173913043,0.9370407819346142,1.0,-7.733476536508498e-05,0.9936010084920235,-0.06374991468159164,0.010973936899862825,-0.00644020230785408,0.049679811257162115
frozenset({'salty snack'}),frozenset({'whole milk'}),0.013308395079490684,0.11804906121861737,0.0011509963311991942,0.08648648648648648,0.7326317176408583,1.0,-0.00042004721426114767,0.9654492525121644,-0.27000083160083166,0.00883977900552486,-0.03578722278559148,0.04811831941630844
frozenset({'waffles'}),frozenset({'rolls/buns'}),0.013740018703690382,0.08351917128264154,0.0011509963311991942,0.0837696335078534,1.0029988590806804,1.0,3.441355658978908e-06,1.0002733616286599,0.0030315463165572123,0.011976047904191616,0.00027328692250157066,0.04877542829570103
frozenset({'hamburger meat'}),frozenset({'soda'}),0.016689446802388316,0.07409538882094813,0.0011509963311991942,0.06896551724137931,0.930766655507198,1.0,-8.56147188302975e-05,0.9944901379330557,-0.07032578385363525,0.012841091492776886,-0.005540388845279009,0.04224974891195179
frozenset({'napkins'}),frozenset({'pastry'}),0.01784044313358751,0.03978131069707215,0.0011509963311991942,0.06451612903225806,1.6217698185848453,1.0,0.000441280119928502,1.0264406678755436,0.39035376840254893,0.02038216560509554,0.025759567701334984,0.04672461062824476
frozenset({'frozen vegetables'}),frozenset({'root vegetables'}),0.02165311848068484,0.05157902309186389,0.0011509963311991942,0.053156146179401995,1.030576831296886,1.0,3.414963307308595e-05,1.001665663331049,0.030326286764705897,0.015968063872255488,0.0016628935103054573,0.03773567420546111
frozenset({'grapes'}),frozenset({'whole milk'}),0.010502841522192647,0.11804906121861737,0.0010790590604992446,0.10273972602739725,0.8703137912899751,1.0,-0.00016079152132351168,0.9829376874968081,-0.13088257594904718,0.008465011286681715,-0.017358488457842644,0.055940246925947255
frozenset({'hard cheese'}),frozenset({'rolls/buns'}),0.010646716063592547,0.08351917128264154,0.0010790590604992446,0.10135135135135134,1.2135100216495565,1.0,0.00018985415798640753,1.0198433281967598,0.1778375627135897,0.011591962905718699,0.019457231957231945,0.05713562399608911
frozenset({'specialty bar'}),frozenset({'whole milk'}),0.010718653334292496,0.11804906121861737,0.0010790590604992446,0.10067114093959731,0.8527906948210494,1.0,-0.00018626790314178764,0.9806767901375075,-0.14856732459942062,0.008450704225352112,-0.01970395349091826,0.05490595438204728
frozenset({'frozen meals'}),frozenset({'soda'}),0.013308395079490684,0.07409538882094813,0.0010790590604992446,0.08108108108108107,1.0942797166098137,1.0,9.296835250158946e-05,1.0076020768713212,0.08731894624283075,0.012499999999999999,0.007544721319874762,0.04782209393859879
frozenset({'ham'}),frozenset({'other vegetables'}),0.013452269620890583,0.09279907920293504,0.0010790590604992446,0.0802139037433155,0.8643825394851385,1.0,-0.00016929917350901763,0.986317280168902,-0.13721296005033037,0.010259917920656635,-0.013872533824769743,0.04592090536002984
frozenset({'berries'}),frozenset({'other vegetables'}),0.01661750953168837,0.09279907920293504,0.0010790590604992446,0.06493506493506493,0.6997382462498741,1.0,-0.0004630305226874323,0.9702009847413056,-0.3037942449707156,0.0099601593625498,-0.03071427026704166,0.038281485955904554
frozenset({'hamburger meat'}),frozenset({'rolls/buns'}),0.016689446802388316,0.08351917128264154,0.0010790590604992446,0.06465517241379311,0.7741357034660964,1.0,-0.0003148297056019592,0.9798320380757013,-0.22882063549377135,0.010885341074020317,-0.020583080712391053,0.03878753452730999
frozenset({'hamburger meat'}),frozenset({'other vegetables'}),0.016689446802388316,0.09279907920293504,0.0010790590604992446,0.06465517241379311,0.6967221331194868,1.0,-0.00046970623516875954,0.9699106618659865,-0.30684584178498975,0.0099535500995355,-0.031022793456178095,0.03814153969526865
frozenset({'white bread'}),frozenset({'rolls/buns'}),0.01776850586288756,0.08351917128264154,0.0010790590604992446,0.06072874493927125,0.7271234137819205,1.0,-0.00040495182409988205,0.9757360547120153,-0.2764482692837612,0.010768126346015792,-0.024867324693814,0.03682432079004906
frozenset({'napkins'}),frozenset({'soda'}),0.01784044313358751,0.07409538882094813,0.0010790590604992446,0.06048387096774194,0.816297369245224,1.0,-0.00024283551022193615,0.9855122041734115,-0.1864174479580485,0.01187648456057007,-0.014700777692286476,0.03752348888192922
frozenset({'chicken'}),frozenset({'other vegetables'}),0.020933745773685345,0.09279907920293504,0.0010790590604992446,0.05154639175257732,0.5554623191880445,1.0,-0.0008635732715670883,0.9565053186664707,-0.44976753588033147,0.009578544061302681,-0.045472492922640766,0.031587149364660755
frozenset({'herbs'}),frozenset({'whole milk'}),0.008056974318394361,0.11804906121861737,0.0010071217897992951,0.125,1.0588817794028031,1.0,5.600353525033125e-05,1.007943930035866,0.05605917760533756,0.008050603795284647,0.007881321370309944,0.06676569165143205
frozenset({'grapes'}),frozenset({'other vegetables'}),0.010502841522192647,0.09279907920293504,0.0010071217897992951,0.09589041095890413,1.0333120951470747,1.0,3.246776752546484e-05,1.0034192002755415,0.032580360388430374,0.009845288326300985,0.003407549182438062,0.05337156206859935
frozenset({'hygiene articles'}),frozenset({'whole milk'}),0.010574778792892597,0.11804906121861737,0.0010071217897992951,0.09523809523809526,0.8067670700211835,1.0,-0.00024122091929621977,0.9747878797057387,-0.19489565955454083,0.007891770011273959,-0.025864211916414182,0.051884739270479686
frozenset({'hard cheese'}),frozenset({'whole milk'}),0.010646716063592547,0.11804906121861737,0.0010071217897992951,0.09459459459459461,0.801315941169689,1.0,-0.0002497130465689784,0.9740950667137659,-0.2003936942474127,0.007887323943661973,-0.026593845068559573,0.05156298894872936
frozenset({'oil'}),frozenset({'soda'}),0.011006402417092295,0.07409538882094813,0.0010071217897992951,0.09150326797385622,1.2349387651500732,1.0,0.00019159812318501825,1.0191611907222657,0.19236044723388357,0.01197604790419162,0.01880094228145252,0.05254775049178248
frozenset({'frozen meals'}),frozenset({'other vegetables'}),0.013308395079490684,0.09279907920293504,0.0010071217897992951,0.07567567567567568,0.8154787345485021,1.0,-0.00022788501924631173,0.9814746803944855,-0.18654579344234498,0.009582477754962357,-0.018874984730190496,0.04326419442698513
frozenset({'salty snack'}),frozenset({'other vegetables'}),0.013308395079490684,0.09279907920293504,0.0010071217897992951,0.07567567567567568,0.8154787345485021,1.0,-0.00022788501924631173,0.9814746803944855,-0.18654579344234498,0.009582477754962357,-0.018874984730190496,0.04326419442698513
frozenset({'frozen meals'}),frozenset({'whole milk'}),0.013308395079490684,0.11804906121861737,0.0010071217897992951,0.07567567567567568,0.6410527529357511,1.0,-0.0005639217556610468,0.9541574483892151,-0.3620359142178441,0.0077262693156732905,-0.04804505974163397,0.042103529489269896
frozenset({'waffles'}),frozenset({'other vegetables'}),0.013740018703690382,0.09279907920293504,0.0010071217897992951,0.07329842931937174,0.7898616015260361,1.0,-0.0002679392941342775,0.978956925831861,-0.21244399218762816,0.009543285616905251,-0.02149540353908599,0.042075571248833155
frozenset({'UHT-milk'}),frozenset({'tropical fruit'}),0.015034889576289475,0.04841378318106611,0.0010071217897992951,0.06698564593301436,1.3836069303340752,1.0,0.0002792259057015456,1.0199052272572162,0.2814834522766163,0.01612903225806452,0.019516742070973134,0.04389401167378801
frozenset({'hamburger meat'}),frozenset({'yogurt'}),0.016689446802388316,0.06431192000575499,0.0010071217897992951,0.060344827586206906,0.938314819100517,1.0,-6.620857789620561e-05,0.9957781401773615,-0.06266653605015664,0.012589928057553957,-0.004239759492899046,0.0380023914217388
frozenset({'dessert'}),frozenset({'rolls/buns'}),0.01755269405078771,0.08351917128264154,0.0010071217897992951,0.05737704918032788,0.6869925587043392,1.0,-0.0004588646711002468,0.9722666182914586,-0.31682793316849356,0.010064701653486701,-0.028524461486990754,0.03471780968921648
frozenset({'napkins'}),frozenset({'rolls/buns'}),0.01784044313358751,0.08351917128264154,0.0010071217897992951,0.05645161290322582,0.6759120335639467,1.0,-0.00048289723603302617,0.9713130150508757,-0.32804370447450554,0.01003584229390681,-0.029534233048057922,0.03425509155066545
frozenset({'chocolate'}),frozenset({'sausage'}),0.01812819221638731,0.045248543270268324,0.0010071217897992951,0.055555555555555566,1.2277866101395516,1.0,0.00018684749988435252,1.0109133071255982,0.188951571543703,0.016147635524798157,0.010795492599290081,0.03890655361243597
frozenset({'chocolate'}),frozenset({'yogurt'}),0.01812819221638731,0.06431192000575499,0.0010071217897992951,0.055555555555555566,0.8638453890131743,1.0,-0.00015873705786995573,0.9907285552880241,-0.138320707070707,0.012367491166077738,-0.009358208827725239,0.03560775540641313
